Unnamed: 0,MOFname,void_fraction,void_fraction_imputed,void_volume [cm^3/g],void_volume_imputed,surface_area [m^2/g],surface_area_imputed
356,mof_unit_pretest_356,0.1969799999999999,0,0.198,0,1415.55,0
357,mof_unit_pretest_357,0.2705199999999999,0,0.3123,0,2036.32,0
358,mof_unit_pretest_358,0.1898799999999999,0,0.1728,0,1029.53,0
359,mof_unit_pretest_359,0.25517,0,0.2505,0,1642.66,0
360,mof_unit_pretest_360,0.19599,0,0.1935999999999999,0,1346.98,0
361,mof_unit_pretest_361,0.2849499999999999,0,0.3395,0,2117.74,0
362,mof_unit_pretest_362,0.4185399999999999,0,0.5793,0,2653.41,0
363,mof_unit_pretest_363,0.20981,0,0.1522999999999999,0,1165.51,0
364,mof_unit_pretest_364,0.34669,0,0.4534,0,2518.73,0
365,mof_unit_pretest_365,0.27965,0,0.3431,0,1980.6,0
366,mof_unit_pretest_366,0.2188199999999999,0,0.2315,0,1675.22,0
367,mof_unit_pretest_367,0.0923999999999999,0,0.0791,0,711.8742065429688,1
368,mof_unit_pretest_368,0.3264099999999999,0,0.4539,0,3006.11,0
369,mof_unit_pretest_369,0.13041,0,0.1144,0,669.9981079101562,1
370,mof_unit_pretest_370,0.15023,0,0.1378,0,932.02,0
371,mof_unit_pretest_371,0.1913799999999999,0,0.1736,0,1317.72,0
372,mof_unit_pretest_372,0.2471899999999999,0,0.2518,0,1766.68,0
373,mof_unit_pretest_373,0.11042,0,0.1051,0,1748.5054931640625,1
374,mof_unit_pretest_374,0.3510699999999999,0,0.4173,0,1793.43,0
375,mof_unit_pretest_375,0.2974999999999999,0,0.3458,0,2197.92,0
376,mof_unit_pretest_376,0.05915,0,0.0437,0,271.5458679199219,1
377,mof_unit_pretest_377,0.09543,0,0.0672999999999999,0,384.26312255859375,1
378,mof_unit_pretest_378,0.2737,0,0.3054,0,2202.76,0
379,mof_unit_pretest_379,0.3572799999999999,0,0.4864,0,3304.47,0
380,mof_unit_pretest_380,0.37356,0,0.4889,0,3381.36,0
381,mof_unit_pretest_381,0.4662699999999999,0,0.792,0,3499.14,0
382,mof_unit_pretest_382,0.14843,0,0.1273,0,878.12,0
383,mof_unit_pretest_383,0.21919,0,0.2223,0,1502.33,0
384,mof_unit_pretest_384,0.19947,0,0.1646,0,1138.7,0
385,mof_unit_pretest_385,0.3957999999999999,0,0.5378,0,3142.59,0
386,mof_unit_pretest_386,0.2968199999999999,0,0.384,0,2330.92,0
387,mof_unit_pretest_387,0.15359,0,0.1218999999999999,0,719.87,0
388,mof_unit_pretest_388,0.0612699999999999,0,0.0434999999999999,0,1434.6507568359375,1
389,mof_unit_pretest_389,0.23929,0,0.2064999999999999,0,1479.02,0
390,mof_unit_pretest_390,0.32815,0,0.5031999999999999,0,2600.13,0
391,mof_unit_pretest_391,0.4669399999999999,0,0.7683999999999999,0,3508.1,0
392,mof_unit_pretest_392,0.2862899999999999,0,0.3593,0,2201.43,0
393,mof_unit_pretest_393,0.43201,0,0.7036,0,3434.96,0
394,mof_unit_pretest_394,0.1302299999999999,0,0.1275999999999999,0,820.12,0
395,mof_unit_pretest_395,0.32285,0,0.3301,0,1935.74,0
396,mof_unit_pretest_396,0.19897,0,0.1406999999999999,0,978.55,0
397,mof_unit_pretest_397,0.2299799999999999,0,0.2019,0,1294.11,0
398,mof_unit_pretest_398,0.06087,0,0.0429999999999999,0,732.2936401367188,1
399,mof_unit_pretest_399,0.4718499999999999,0,0.6448,0,1914.67,0
400,mof_unit_pretest_400,0.3115699999999999,0,0.3506,0,2126.71,0
401,mof_unit_pretest_401,0.16113,0,0.1189999999999999,0,731.5,0
402,mof_unit_pretest_402,0.3938599999999999,0,0.5615,0,2667.49,0
403,mof_unit_pretest_403,0.2722,0,0.2853,0,1660.01,0
404,mof_unit_pretest_404,0.2616699999999999,0,0.2627999999999999,0,1646.72,0
405,mof_unit_pretest_405,0.1886299999999999,0,0.1699,0,1157.16,0
406,mof_unit_pretest_406,0.2759099999999999,0,0.2967,0,1562.08,0
407,mof_unit_pretest_407,0.2992099999999999,0,0.3592,0,2028.39,0
408,mof_unit_pretest_408,0.1066599999999998,0,0.0675999999999999,0,1466.83837890625,1
409,mof_unit_pretest_409,0.2218,0,0.2185999999999999,0,1256.25,0
410,mof_unit_pretest_410,0.20447,0,0.1346,0,964.68,0
411,mof_unit_pretest_411,0.1723099999999999,0,0.1718,0,1177.131103515625,1
412,mof_unit_pretest_412,0.29693,0,0.3444999999999999,0,2196.67,0
413,mof_unit_pretest_413,0.14599,0,0.1142,0,720.6599999999999,0
414,mof_unit_pretest_414,0.0601799999999999,0,0.0539,0,1117.0885009765625,1
415,mof_unit_pretest_415,0.22474,0,0.2545999999999999,0,1683.65,0
416,mof_unit_pretest_416,0.2505899999999999,0,0.2848999999999999,0,1710.65,0
417,mof_unit_pretest_417,0.3371899999999999,0,0.4093,0,2020.07,0
418,mof_unit_pretest_418,0.0556699999999999,0,0.0466,0,182.90367126464844,1
419,mof_unit_pretest_419,0.12474,0,0.0967999999999999,0,534.9745483398438,1
420,mof_unit_pretest_420,0.31695,0,0.3660999999999999,0,2068.04,0
421,mof_unit_pretest_421,0.30503,0,0.3405,0,1947.57,0
422,mof_unit_pretest_422,0.29463,0,0.3498999999999999,0,2452.48,0
423,mof_unit_pretest_423,0.33132,0,0.4324,0,2762.77,0
424,mof_unit_pretest_424,0.0912199999999999,0,0.0717,0,229.75119018554688,1
425,mof_unit_pretest_425,0.12839,0,0.0992999999999999,0,593.6807250976562,1
426,mof_unit_pretest_426,0.24673,0,0.2404,0,1358.97,0
427,mof_unit_pretest_427,0.2051599999999999,0,0.1658,0,1053.38,0
428,mof_unit_pretest_428,0.3355,0,0.4134999999999999,0,2361.02,0
429,mof_unit_pretest_429,0.325,0,0.3101999999999999,0,1885.71,0
430,mof_unit_pretest_430,0.1942599999999999,0,0.182,0,1311.3,0
431,mof_unit_pretest_431,0.0890699999999999,0,0.0777999999999999,0,345.6,0
432,mof_unit_pretest_432,0.3038799999999999,0,0.2990999999999999,0,1651.65,0
433,mof_unit_pretest_433,0.13757,0,0.1051,0,651.27,0
434,mof_unit_pretest_434,0.20213,0,0.1903,0,1356.03,0
435,mof_unit_pretest_435,0.3091499999999999,0,0.4178,0,2419.1,0
436,mof_unit_pretest_436,0.31074,0,0.4072,0,2593.44,0
437,mof_unit_pretest_437,0.3307899999999999,0,0.4061,0,2594.42,0
438,mof_unit_pretest_438,0.37928,0,0.4622,0,2752.33,0
439,mof_unit_pretest_439,0.10335,0,0.0903,0,523.2632446289062,1
440,mof_unit_pretest_440,0.2177199999999999,0,0.2257,0,1004.16,0
441,mof_unit_pretest_441,0.04111,0,0.0287999999999999,0,1157.79931640625,1
442,mof_unit_pretest_442,0.0529,0,0.0410999999999999,0,195.49295043945312,1
443,mof_unit_pretest_443,0.1049699999999999,0,0.0827999999999999,0,357.2255859375,1
444,mof_unit_pretest_444,0.5560199999999998,0,1.2748,0,4569.92,0
445,mof_unit_pretest_445,0.22753,0,0.2111,0,1059.47,0
446,mof_unit_pretest_446,0.4106099999999999,0,0.6761,0,3512.4,0
447,mof_unit_pretest_447,0.02525,0,0.0141,0,1691.4561767578125,1
448,mof_unit_pretest_448,0.07677,0,0.0662999999999999,0,343.63037109375,1
449,mof_unit_pretest_449,0.27987,0,0.3594,0,2306.67,0
450,mof_unit_pretest_450,0.39661,0,0.5038,0,2405.96,0
451,mof_unit_pretest_451,0.1203,0,0.1073,0,491.55218505859375,1
452,mof_unit_pretest_452,0.3819099999999999,0,0.5415999999999999,0,2934.21,0
453,mof_unit_pretest_453,0.2763999999999999,0,0.2979,0,1989.61,0
454,mof_unit_pretest_454,0.30529,0,0.3463999999999999,0,2214.57,0
455,mof_unit_pretest_455,0.1476899999999999,0,0.1181,0,545.66,0
456,mof_unit_pretest_456,0.32879,0,0.401,0,2377.63,0
457,mof_unit_pretest_457,0.3421,0,0.4598999999999999,0,3053.73,0
458,mof_unit_pretest_458,0.09572,0,0.0999,0,622.2742309570312,1
459,mof_unit_pretest_459,0.24645,0,0.2811,0,1712.92,0
460,mof_unit_pretest_460,0.1656199999999999,0,0.1625999999999999,0,1045.8131103515625,1
461,mof_unit_pretest_461,0.3208699999999999,0,0.4074999999999999,0,2256.66,0
462,mof_unit_pretest_462,0.15412,0,0.1388,0,832.6006469726562,1
463,mof_unit_pretest_463,0.12039,0,0.0613,0,398.39642333984375,1
464,mof_unit_pretest_464,0.15687,0,0.1241,0,814.65,0
465,mof_unit_pretest_465,0.22464,0,0.2278,0,1627.99,0
466,mof_unit_pretest_466,0.37811,0,0.4384,0,1825.73,0
467,mof_unit_pretest_467,0.33876,0,0.4667999999999999,0,2902.84,0
468,mof_unit_pretest_468,0.1178,0,0.1016,0,365.82,0
469,mof_unit_pretest_469,0.12933,0,0.1264,0,681.416015625,1
470,mof_unit_pretest_470,0.18404,0,0.1632,0,1036.54,0
471,mof_unit_pretest_471,0.10969,0,0.0914999999999999,0,544.0620727539062,1
472,mof_unit_pretest_472,0.0983899999999998,0,0.0758,0,443.7998352050781,1
473,mof_unit_pretest_473,0.2188699999999999,0,0.2064999999999999,0,1268.9,0
474,mof_unit_pretest_474,0.15557,0,0.1132,0,772.13,0
475,mof_unit_pretest_475,0.1277299999999999,0,0.1195,0,941.4317626953125,1
476,mof_unit_pretest_476,0.1708599999999999,0,0.1709,0,1089.8,0
477,mof_unit_pretest_477,0.3345699999999999,0,0.3448,0,1871.42,0
478,mof_unit_pretest_478,0.42862,0,0.7117999999999999,0,4398.24,0
479,mof_unit_pretest_479,0.16832,0,0.1506,0,949.68,0
480,mof_unit_pretest_480,0.10782,0,0.0738999999999999,0,478.63,0
481,mof_unit_pretest_481,0.2283,0,0.1894,0,1154.33,0
482,mof_unit_pretest_482,0.0689199999999999,0,0.0551999999999999,0,662.4893798828125,1
483,mof_unit_pretest_483,0.02528,0,0.017,0,184.88748168945312,1
484,mof_unit_pretest_484,0.2199599999999999,0,0.1943,0,1229.7,0
485,mof_unit_pretest_485,0.34188,0,0.3859,0,2093.7,0
486,mof_unit_pretest_486,0.3463199999999999,0,0.4969,0,2565.13,0
487,mof_unit_pretest_487,0.27543,0,0.2361,0,1268.27,0
488,mof_unit_pretest_488,0.22925,0,0.2083,0,1351.47,0
489,mof_unit_pretest_489,0.0993499999999999,0,0.0441,0,381.12530517578125,1
490,mof_unit_pretest_490,0.0776799999999999,0,0.0485999999999999,0,281.1069030761719,1
491,mof_unit_pretest_491,0.26471,0,0.2611999999999999,0,1736.04,0
492,mof_unit_pretest_492,0.4269699999999999,0,0.6109,0,3424.69,0
493,mof_unit_pretest_493,0.4505699999999999,0,0.676,0,2884.27,0
494,mof_unit_pretest_494,0.22228,0,0.1719,0,1042.25,0
495,mof_unit_pretest_495,0.32244,0,0.4274999999999999,0,2350.15,0
496,mof_unit_pretest_496,0.2592599999999999,0,0.2571,0,1583.35,0
497,mof_unit_pretest_497,0.3867499999999999,0,0.6343999999999999,0,2780.45,0
498,mof_unit_pretest_498,0.26878,0,0.2889999999999999,0,1691.46,0
499,mof_unit_pretest_499,0.1359799999999999,0,0.1303999999999999,0,850.69,0
500,mof_unit_pretest_500,0.39288,0,0.5871,0,2464.88,0
501,mof_unit_pretest_501,0.05586,0,0.0413,0,158.08,0
502,mof_unit_pretest_502,0.1930599999999999,0,0.2077,0,1189.57,0
503,mof_unit_pretest_503,0.10371,0,0.0918,0,489.7253723144531,1
504,mof_unit_pretest_504,0.2366,0,0.2505999999999999,0,1586.7,0
505,mof_unit_pretest_505,0.2955599999999999,0,0.4142,0,2887.67,0
506,mof_unit_pretest_506,0.3688199999999999,0,0.5050999999999999,0,3214.75,0
507,mof_unit_pretest_507,0.29651,0,0.3442,0,1861.33,0
508,mof_unit_pretest_508,0.17902,0,0.1812999999999999,0,1246.09,0
509,mof_unit_pretest_509,0.36324,0,0.4965999999999999,0,2562.23,0
510,mof_unit_pretest_510,0.0702099999999999,0,0.0539999999999999,0,178.23875427246094,1
511,mof_unit_pretest_511,0.1653699999999999,0,0.165,0,1056.92,0
512,mof_unit_pretest_512,0.17842,0,0.1781,0,1225.25,0
513,mof_unit_pretest_513,0.4912399999999999,0,0.8569,0,3452.09,0
514,mof_unit_pretest_514,0.0665599999999999,0,0.048,0,212.2923583984375,1
515,mof_unit_pretest_515,0.49118,0,0.9125,0,3257.0,0
516,mof_unit_pretest_516,0.11771,0,0.1026,0,571.0574951171875,1
517,mof_unit_pretest_517,0.13447,0,0.0877,0,489.3080749511719,1
518,mof_unit_pretest_518,0.4292399999999999,0,0.6822,0,3242.31,0
519,mof_unit_pretest_519,0.4503599999999999,0,0.8518,0,3919.77,0
520,mof_unit_pretest_520,0.04143,0,0.0251,0,183.17578125,1
521,mof_unit_pretest_521,0.23776,0,0.2207,0,1575.11,0
522,mof_unit_pretest_522,0.3426199999999999,0,0.4565,0,2559.39,0
523,mof_unit_pretest_523,0.10323427617549896,1,0.07800776999133716,1,496.5660400390625,1
524,mof_unit_pretest_524,0.2114399999999999,0,0.225,0,2706.253662109375,1
525,mof_unit_pretest_525,0.4052899999999999,0,0.5934,0,3090.84,0
526,mof_unit_pretest_526,0.26893,0,0.2857,0,1686.82,0
527,mof_unit_pretest_527,0.18162,0,0.1731999999999999,0,1132.39,0
528,mof_unit_pretest_528,0.3415099999999999,0,0.4541999999999999,0,2364.21,0
529,mof_unit_pretest_529,0.12247,0,0.1038,0,566.5557250976562,1
530,mof_unit_pretest_530,0.38621,0,0.6453999999999999,0,3117.4,0
531,mof_unit_pretest_531,0.37822,0,0.5444999999999999,0,3315.08,0
532,mof_unit_pretest_532,0.1044799999999999,0,0.0805,0,478.02789306640625,1
533,mof_unit_pretest_533,0.05524459853768349,1,0.032624023813499846,1,131.89010620117188,1
534,mof_unit_pretest_534,0.30746,0,0.3716999999999999,0,2391.01,0
535,mof_unit_pretest_535,0.13513,0,0.1323999999999999,0,934.79,0
536,mof_unit_pretest_536,0.35164,0,0.5607999999999999,0,3650.09,0
537,mof_unit_pretest_537,0.17501,0,0.1691999999999999,0,1136.05,0
538,mof_unit_pretest_538,0.2217199999999998,0,0.2283,0,1546.67,0
539,mof_unit_pretest_539,0.4311099999999999,0,0.6661,0,3339.24,0
540,mof_unit_pretest_540,0.3604,0,0.4405999999999999,0,2481.17,0
541,mof_unit_pretest_541,0.2942799999999999,0,0.3987999999999999,0,2570.34,0
542,mof_unit_pretest_542,0.11207,0,0.0777,0,565.04,0
543,mof_unit_pretest_543,0.2038099999999999,0,0.1829,0,1250.82,0
544,mof_unit_pretest_544,0.38266,0,0.4529,0,2195.82,0
545,mof_unit_pretest_545,0.3247999999999999,0,0.3503,0,2431.09,0
546,mof_unit_pretest_546,0.13622,0,0.1096,0,297.49,0
547,mof_unit_pretest_547,0.09271,0,0.0681999999999999,0,197.06,0
548,mof_unit_pretest_548,0.0857099999999999,0,0.0748,0,774.5712890625,1
549,mof_unit_pretest_549,0.25044,0,0.2728999999999999,0,1640.67,0
550,mof_unit_pretest_550,0.1530199999999999,0,0.1033,0,594.3,0
551,mof_unit_pretest_551,0.35848,0,0.5572,0,3119.06,0
552,mof_unit_pretest_552,0.41936,0,0.6767999999999998,0,3137.08,0
553,mof_unit_pretest_553,0.1521799999999999,0,0.1153,0,720.56,0
554,mof_unit_pretest_554,0.1560099999999999,0,0.1343999999999999,0,796.1,0
555,mof_unit_pretest_555,0.3471299999999999,0,0.4663999999999999,0,2394.43,0
556,mof_unit_pretest_556,0.2282599999999999,0,0.2203,0,1512.5,0
557,mof_unit_pretest_557,0.1635399999999999,0,0.1514,0,1047.69,0
558,mof_unit_pretest_558,0.2204699999999998,0,0.1981999999999999,0,1232.15,0
559,mof_unit_pretest_559,0.10217,0,0.0710999999999999,0,446.4781188964844,1
560,mof_unit_pretest_560,0.17593,0,0.155,0,889.4099999999999,0
561,mof_unit_pretest_561,0.29158,0,0.3315,0,2106.54,0
562,mof_unit_pretest_562,0.3550499999999999,0,0.4178999999999999,0,2375.34,0
563,mof_unit_pretest_563,0.19664,0,0.2054,0,1359.44,0
564,mof_unit_pretest_564,0.3880799999999999,0,0.6694999999999999,0,3119.43,0
565,mof_unit_pretest_565,0.20054,0,0.1829,0,1205.174560546875,1
566,mof_unit_pretest_566,0.2574299999999999,0,0.2757999999999999,0,1602.46,0
567,mof_unit_pretest_567,0.2598599999999999,0,0.2561999999999999,0,1608.77,0
568,mof_unit_pretest_568,0.2476599999999999,0,0.2886,0,2035.7,0
569,mof_unit_pretest_569,0.1015799999999999,0,0.0778999999999999,0,521.6,0
570,mof_unit_pretest_570,0.1062,0,0.0861999999999999,0,471.19,0
571,mof_unit_pretest_571,0.1356499999999999,0,0.1361999999999999,0,1066.9573974609375,1
572,mof_unit_pretest_572,0.4506899999999999,0,0.7328,0,3129.39,0
573,mof_unit_pretest_573,0.45121,0,0.6130999999999999,0,3097.65,0
574,mof_unit_pretest_574,0.2593199999999999,0,0.2325,0,1502.09,0
575,mof_unit_pretest_575,0.2394,0,0.2306999999999999,0,1402.66,0
576,mof_unit_pretest_576,0.1549899999999999,0,0.1086,0,767.19,0
577,mof_unit_pretest_577,0.12082,0,0.1234,0,1950.8250732421875,1
578,mof_unit_pretest_578,0.3989599999999999,0,0.5777999999999999,0,3225.46,0
579,mof_unit_pretest_579,0.08437,0,0.0709999999999999,0,251.03793334960938,1
580,mof_unit_pretest_580,0.25921,0,0.2833,0,1906.06,0
581,mof_unit_pretest_581,0.25738,0,0.3461,0,2101.19,0
582,mof_unit_pretest_582,0.3177599999999999,0,0.3241,0,1983.69,0
583,mof_unit_pretest_583,0.3967,0,0.4811,0,1973.25,0
584,mof_unit_pretest_584,0.2237399999999999,0,0.2404999999999999,0,1600.25,0
585,mof_unit_pretest_585,0.3063,0,0.4375999999999999,0,2911.99,0
586,mof_unit_pretest_586,0.15353,0,0.1331,0,805.86,0
587,mof_unit_pretest_587,0.2576899999999999,0,0.2953,0,1684.41,0
588,mof_unit_pretest_588,0.2346,0,0.1506,0,1019.83,0
589,mof_unit_pretest_589,0.13567,0,0.1269,0,759.25,0
590,mof_unit_pretest_590,0.3098299999999999,0,0.3563,0,2213.92,0
591,mof_unit_pretest_591,0.23744,0,0.2341,0,1329.58,0
592,mof_unit_pretest_592,0.08132,0,0.0722,0,378.0302429199219,1
593,mof_unit_pretest_593,0.12642,0,0.0843,0,493.29,0
594,mof_unit_pretest_594,0.3308099999999999,0,0.4511999999999999,0,2975.33,0
595,mof_unit_pretest_595,0.25028,0,0.2349,0,1473.99,0
596,mof_unit_pretest_596,0.1398903727531433,1,0.08646953941731694,1,559.5432739257812,1
597,mof_unit_pretest_597,0.3931899999999999,0,0.5662,0,3038.36,0
598,mof_unit_pretest_598,0.39323,0,0.5943,0,3177.16,0
599,mof_unit_pretest_599,0.11382,0,0.0781,0,546.76806640625,1
600,mof_unit_pretest_600,0.3371799999999999,0,0.34,0,2087.13,0
601,mof_unit_pretest_601,0.17705,0,0.1298,0,853.08,0
602,mof_unit_pretest_602,0.21734,0,0.187,0,1191.74,0
603,mof_unit_pretest_603,0.12449,0,0.0986999999999999,0,574.92,0
604,mof_unit_pretest_604,0.1966499999999999,0,0.1748,0,1107.37,0
605,mof_unit_pretest_605,0.4610799999999999,0,0.8705,0,3403.34,0
606,mof_unit_pretest_606,0.3024399999999999,0,0.3684999999999999,0,2183.82,0
607,mof_unit_pretest_607,0.23493,0,0.2214,0,1436.33,0
608,mof_unit_pretest_608,0.125,0,0.1016,0,594.7747192382812,1
609,mof_unit_pretest_609,0.24595,0,0.2624,0,1909.51,0
610,mof_unit_pretest_610,0.29959,0,0.3521,0,2339.83,0
611,mof_unit_pretest_611,0.0821399999999998,0,0.0709,0,415.6880798339844,1
612,mof_unit_pretest_612,0.1301499999999999,0,0.0709999999999999,0,491.37,0
613,mof_unit_pretest_613,0.0561699999999999,0,0.0439,0,553.601318359375,1
614,mof_unit_pretest_614,0.13874,0,0.1009,0,286.77,0
615,mof_unit_pretest_615,0.29579,0,0.3313999999999999,0,2034.8,0
616,mof_unit_pretest_616,0.3090199999999999,0,0.3779,0,2154.08,0
617,mof_unit_pretest_617,0.3836899999999999,0,0.6260999999999999,0,3108.65,0
618,mof_unit_pretest_618,0.0848399999999999,0,0.0656999999999999,0,208.66119384765625,1
619,mof_unit_pretest_619,0.29196,0,0.3241999999999999,0,2393.15,0
620,mof_unit_pretest_620,0.08447,0,0.0437,0,647.7530517578125,1
621,mof_unit_pretest_621,0.34115,0,0.4794999999999999,0,3328.51,0
622,mof_unit_pretest_622,0.44577,0,0.8600999999999999,0,4111.38,0
623,mof_unit_pretest_623,0.10374,0,0.0956999999999999,0,588.52,0
624,mof_unit_pretest_624,0.19095,0,0.1870999999999999,0,1205.87,0
625,mof_unit_pretest_625,0.19466,0,0.2051,0,848.22,0
626,mof_unit_pretest_626,0.1088699999999999,0,0.0835,0,260.47,0
627,mof_unit_pretest_627,0.05732,0,0.0335999999999999,0,1563.1239013671875,1
628,mof_unit_pretest_628,0.2514199999999999,0,0.2688999999999999,0,1587.99,0
629,mof_unit_pretest_629,0.3488299999999999,0,0.4328,0,2740.93,0
630,mof_unit_pretest_630,0.2787,0,0.3151999999999999,0,2011.74,0
631,mof_unit_pretest_631,0.1255999999999999,0,0.0922,0,516.63,0
632,mof_unit_pretest_632,0.37106,0,0.5214999999999999,0,2895.34,0
633,mof_unit_pretest_633,0.13521,0,0.1244,0,761.75,0
634,mof_unit_pretest_634,0.46586,0,0.9561,0,4037.83,0
635,mof_unit_pretest_635,0.15594,0,0.121,0,705.38,0
636,mof_unit_pretest_636,0.10579,0,0.0856999999999999,0,400.3768615722656,1
637,mof_unit_pretest_637,0.3729299999999999,0,0.5341,0,2990.44,0
638,mof_unit_pretest_638,0.22391,0,0.2170999999999999,0,1500.89,0
639,mof_unit_pretest_639,0.39831,0,0.5795,0,3092.84,0
640,mof_unit_pretest_640,0.2382199999999999,0,0.2515,0,1545.21,0
641,mof_unit_pretest_641,0.39065,0,0.5389,0,2218.08,0
642,mof_unit_pretest_642,0.30984,0,0.3589,0,2556.51,0
643,mof_unit_pretest_643,0.23818,0,0.1817999999999999,0,1261.92,0
644,mof_unit_pretest_644,0.2124399999999999,0,0.2419999999999999,0,1615.02,0
645,mof_unit_pretest_645,0.1302299999999999,0,0.0855999999999999,0,518.74,0
646,mof_unit_pretest_646,0.2848399999999999,0,0.3347999999999999,0,2118.42,0
647,mof_unit_pretest_647,0.13455,0,0.1082,0,917.048095703125,1
648,mof_unit_pretest_648,0.1652599999999999,0,0.1376,0,835.27,0
649,mof_unit_pretest_649,0.3954099999999999,0,0.6165,0,4284.47,0
650,mof_unit_pretest_650,0.2446,0,0.2684,0,2039.73,0
651,mof_unit_pretest_651,0.38223,0,0.5476999999999999,0,2942.43,0
652,mof_unit_pretest_652,0.31977054476737976,1,0.43750491272718545,1,2659.774658203125,1
653,mof_unit_pretest_653,0.1672899999999999,0,0.1630999999999999,0,1012.3285522460938,1
654,mof_unit_pretest_654,0.2563599999999999,0,0.2482,0,1619.5,0
655,mof_unit_pretest_655,0.37356,0,0.5364999999999999,0,2829.77,0
656,mof_unit_pretest_656,0.1924899999999999,0,0.2074999999999999,0,1281.14,0
657,mof_unit_pretest_657,0.2161899999999999,0,0.2245999999999999,0,1562.38,0
658,mof_unit_pretest_658,0.25956,0,0.2881,0,1928.82,0
659,mof_unit_pretest_659,0.3411599999999999,0,0.463,0,2853.66,0
660,mof_unit_pretest_660,0.13752,0,0.0935,0,667.43,0
661,mof_unit_pretest_661,0.3904,0,0.5501,0,2691.0,0
662,mof_unit_pretest_662,0.2937599999999999,0,0.2746,0,1595.12,0
663,mof_unit_pretest_663,0.3348499999999999,0,0.503,0,3035.19,0
664,mof_unit_pretest_664,0.28491,0,0.2262,0,1186.57,0
665,mof_unit_pretest_665,0.25266,0,0.2737,0,1551.98,0
666,mof_unit_pretest_666,0.09375,0,0.0618999999999999,0,383.76,0
667,mof_unit_pretest_667,0.09067,0,0.0738,0,411.6485900878906,1
668,mof_unit_pretest_668,0.3810999999999999,0,0.5593,0,3013.97,0
669,mof_unit_pretest_669,0.35215,0,0.5537999999999998,0,3164.12,0
670,mof_unit_pretest_670,0.34753,0,0.4557999999999999,0,2616.11,0
671,mof_unit_pretest_671,0.2335899999999999,0,0.2276,0,1691.77,0
672,mof_unit_pretest_672,0.18403,0,0.1683,0,1135.15,0
673,mof_unit_pretest_673,0.2710199999999999,0,0.328,0,2160.4,0
674,mof_unit_pretest_674,0.3959099999999999,0,0.6029999999999999,0,3532.8,0
675,mof_unit_pretest_675,0.13957,0,0.1462,0,836.72,0
676,mof_unit_pretest_676,0.2966199999999999,0,0.3064,0,1750.98,0
677,mof_unit_pretest_677,0.14044,0,0.1290999999999999,0,726.3623657226562,1
678,mof_unit_pretest_678,0.1164299999999998,0,0.1042,0,742.26,0
679,mof_unit_pretest_679,0.2668499999999999,0,0.3068,0,1617.28,0
680,mof_unit_pretest_680,0.3648099999999999,0,0.5401,0,2545.15,0
681,mof_unit_pretest_681,0.35303,0,0.4637999999999999,0,3259.86,0
682,mof_unit_pretest_682,0.26589,0,0.2622999999999999,0,1825.18,0
683,mof_unit_pretest_683,0.13602,0,0.1157,0,678.7394409179688,1
684,mof_unit_pretest_684,0.16743,0,0.0998,0,655.76,0
685,mof_unit_pretest_685,0.18379,0,0.1695,0,1055.78,0
686,mof_unit_pretest_686,0.1278799999999999,0,0.1217,0,820.7899999999998,0
687,mof_unit_pretest_687,0.0957799999999999,0,0.0711999999999999,0,760.3543701171875,1
688,mof_unit_pretest_688,0.0767599999999999,0,0.0773999999999999,0,436.54541015625,1
689,mof_unit_pretest_689,0.38368,0,0.436,0,2374.02,0
690,mof_unit_pretest_690,0.3341399999999999,0,0.4344,0,3257.72,0
691,mof_unit_pretest_691,0.20254,0,0.182,0,1207.8695068359375,1
692,mof_unit_pretest_692,0.2692399999999999,0,0.2441,0,1554.47,0
693,mof_unit_pretest_693,0.37191,0,0.5472,0,2929.79,0
694,mof_unit_pretest_694,0.1094799999999999,0,0.0735999999999999,0,476.5680236816406,1
695,mof_unit_pretest_695,0.15858,0,0.1454,0,1000.04,0
696,mof_unit_pretest_696,0.27405,0,0.3096999999999999,0,2072.55,0
697,mof_unit_pretest_697,0.0706399999999999,0,0.0446999999999999,0,777.1331787109375,1
698,mof_unit_pretest_698,0.0679,0,0.0599,0,342.89312744140625,1
699,mof_unit_pretest_699,0.30934,0,0.3562,0,2217.0,0
700,mof_unit_pretest_700,0.14135,0,0.1201,0,569.2000122070312,1
701,mof_unit_pretest_701,0.0712899999999998,0,0.0589,0,277.6051025390625,1
702,mof_unit_pretest_702,0.1754,0,0.1704,0,1047.26,0
703,mof_unit_pretest_703,0.39881,0,0.5987,0,3555.35,0
704,mof_unit_pretest_704,0.2733599999999999,0,0.2122999999999999,0,1479.64,0
705,mof_unit_pretest_705,0.0742,0,0.0548,0,276.07366943359375,1
706,mof_unit_pretest_706,0.11765,0,0.081,0,561.24,0
707,mof_unit_pretest_707,0.186,0,0.1961,0,1350.6678466796875,1
708,mof_unit_pretest_708,0.2100499999999999,0,0.1993999999999999,0,1249.7,0
709,mof_unit_pretest_709,0.25745,0,0.2398,0,1625.32,0
710,mof_unit_pretest_710,0.2686699999999999,0,0.2897,0,1945.21,0
711,mof_unit_pretest_711,0.23365,0,0.2321,0,1738.97,0
712,mof_unit_pretest_712,0.3904099999999999,0,0.5581,0,3277.5,0
713,mof_unit_pretest_713,0.0312899999999999,0,0.0207,0,211.75367736816406,1
714,mof_unit_pretest_714,0.2867899999999999,0,0.2921,0,1500.59,0
