Unnamed: 0,volume [A^3],weight [u],surface_area [m^2/g],void_fraction,void_volume [cm^3/g],metal_linker,organic_linker1,organic_linker2,CO2/N2_selectivity,heat_adsorption_CO2_P0.15bar_T298K [kcal/mol],_symmetry_Int_Tables_number,_cell_length_a,_cell_length_b,_cell_length_c,_cell_angle_alpha,_cell_angle_beta,_cell_angle_gamma,partial_charge_median,bond_type_countS,bond_type_countA,bond_type_countD,bond_type_countT,bond_type_countAm,label_funcgroup,label_topology,label_spacegroup,LMAE,prediction
38218,2071.3791760000004,1244.559,874.7999999999998,0.15765,0.158,9,11,13,63.86267547,6.800725999999999,1,17.102645,7.249322,16.92482,90.00345,99.200861,89.867949,0.1876455,88,38,4.0,0.0,0.0,131,2,0,24.07946755148501,272.356576714279
55338,2300.312633,1259.8798,1526.06,0.21409,0.2354,3,2,9,8.964094712999998,6.31522,1,10.826806,15.018624,14.151162,89.548084,91.09685,90.811389,0.13013,106,50,0.0,0.0,0.0,81,0,0,24.070991539653846,100.8314212992502
11331,1651.620736,837.66872,2414.72,0.3033199999999999,0.3602,2,14,25,23.84885411,6.029851,1,15.878376,10.865898,9.58242,90.456666,89.858729,92.524849,0.026271,52,30,2.0,2.0,0.0,323,0,0,24.064657944990714,147.10182179790007
6226,2611.306551,1613.53648,1466.99,0.26284,0.2561999999999999,12,4,9,22.17331483,5.568537,1,15.123333,15.006473,14.995378,109.582558,110.224921,108.858077,0.0543585,81,76,0.0,0.0,0.0,7,5,0,24.05261053391854,146.6624571520225
59348,1325.282357,715.5904400000001,1912.82,0.2958399999999999,0.3299,2,1,16,17.71266074,5.292479,1,9.560867,10.802274,13.445544,91.572443,72.695117,90.629585,-0.0343,33,36,2.0,0.0,0.0,9,0,0,24.04108106156832,105.46838991065422
50732,2566.555178,1528.256,-9999.0,0.1542,0.156,12,9,11,41.98169589,6.696827000000001,1,14.840657,15.124824,14.865986,109.239104,108.683248,110.542389,0.0483175,93,94,2.0,0.0,0.0,62,5,0,24.035708690095703,307.7083951493012
58014,1588.54131,833.743,1844.24,0.24823,0.2848,2,13,24,14.79102545,5.616093,1,10.627516,12.970965,11.757353,100.471946,94.114971,91.339342,0.079119,67,30,2.0,0.0,0.0,211,0,0,24.03147650605952,92.03566025917988
31097,5066.739067,2600.45894,-9999.0,0.2441099999999999,0.2863999999999999,3,9,11,26.97352511,6.041229,1,18.704853,18.802105,18.837416,109.869338,109.458679,109.607228,0.109063,186,114,2.0,0.0,0.0,316,6,0,24.029584569418276,115.22793937322723
8741,2185.839193,897.8298,2809.41,0.3910599999999999,0.5734,2,17,24,11.10039884,5.280459,1,14.989847,13.710587,10.636005,90.449984,90.028983,89.956557,0.0318715,63,46,0.0,0.0,0.0,51,0,0,24.028859417904386,71.4131182062331
35134,1929.886366,1216.50892,-9999.0,0.1535999999999999,0.1467,9,1,16,58.25159763,8.288355000000001,1,20.176567,7.257686,13.524886,89.999324,102.983564,90.000605,-0.0243855,62,60,0.0,0.0,0.0,205,2,0,24.026440397181148,384.13399671990356
46953,2827.577107,1945.9526,1340.35,0.2714099999999999,0.2374999999999999,3,8,15,31.26688157,5.922184,1,10.655255,16.12254,16.495359,87.445906,91.126758,87.507031,-0.0533055,66,48,26.0,0.0,0.0,119,0,0,24.023223726705027,110.47404932041863
56443,1667.6068,1112.48744,700.24,0.1367299999999999,0.1234,9,11,2,45.89602698,7.258213999999999,1,6.931631,14.72161,16.34224,90.350852,89.912573,89.982184,0.09892,82,32,6.0,0.0,0.0,203,2,0,24.016675185502862,235.22204872649587
59032,1937.058406,1367.61564,307.36,0.1362899999999999,0.1163,4,11,22,37.27419744,6.719946,1,10.899667,10.940047,18.674167,90.387831,89.697353,60.454235,0.0540795,98,24,10.0,0.0,0.0,370,3,0,24.011649558883946,150.89905881815508
49033,7740.935424999999,3726.7124,2610.99,0.3871499999999999,0.4843,3,38,40,21.60578195,5.975962,1,28.190588,18.405532,17.048851,89.821381,61.054719,90.019871,0.0086755,152,184,12.0,0.0,0.0,8,4,0,24.011155338014078,165.0418280032559
16952,2218.548868,1157.92188,1314.12,0.2038399999999999,0.2351999999999999,3,17,24,20.843435,6.457969,1,14.881754,14.248649,10.496001,89.991142,85.430628,90.040229,0.154995,112,46,0.0,0.0,0.0,337,0,0,24.00649032939114,160.60488624666056
5655,1110.87066,717.67084,944.93,0.14953,0.1394,2,14,24,33.13591687,7.173572,1,10.630646,10.860926,9.638194,91.37772,89.371446,93.042598,0.1128915,57,30,0.0,0.0,0.0,349,0,0,23.98088660190956,240.96509485995395
44662,2268.324403,1346.16364,1358.34,0.19664,0.1995,2,13,18,28.53524096,6.508839,1,11.868326,12.944097,15.603866,95.928347,75.671572,102.011952,0.0742025,87,51,14.0,0.0,0.0,306,0,0,23.977279630893207,183.81794258079856
6445,1492.81649,679.21604,2918.52,0.36423,0.4820999999999999,3,14,20,14.18420586,5.688179,1,14.148313,10.625213,9.934023,90.106627,89.99997,91.556576,-0.000548,35,30,0.0,3.0,0.0,51,0,0,23.974143913662374,96.68129550420207
57025,1547.035485,1078.41166,1222.34,0.23104,0.1996,2,14,18,25.87657856,6.258871,1,9.646563,10.769207,15.549859,88.198768,73.402785,90.576883,0.021068,39,51,2.0,0.0,0.0,97,0,0,23.97154171569187,185.31498203094557
43772,1312.849482,803.48244,1101.88,0.1670899999999999,0.1643999999999999,3,4,16,33.59534012,6.492351,1,9.878588,10.697828,13.092072,90.395656,71.608959,90.401626,0.1251875,64,36,0.0,0.0,0.0,304,0,0,23.971049561912764,226.2316775337062
56944,3145.85885,1459.9463119999998,2267.27,0.31872,0.4136,3,2,17,17.41694225,6.1403,1,14.850047,14.215409,14.902279,90.057234,90.01681,89.921277,0.1485544999999999,120,51,0.0,0.0,0.0,77,0,0,23.957703481531553,115.24057747793427
66664,787.353299,978.55574,-9999.0,0.02026,0.0,3,10,16,54.60048444,-9999.0,1,7.845667,8.50622,12.068741,92.196206,101.098312,93.988439,-0.059741,26,26,2.0,0.0,0.0,202,0,0,23.940291805087423,-19.265984270936315
1580,1126.385006,757.37094,717.24,0.12234,0.1096,3,4,9,36.47371324,7.585357000000001,1,10.688011,10.665384,9.882647,90.375581,90.549382,90.675557,0.10598,49,38,0.0,0.0,0.0,32,0,0,23.940291745397445,260.00569819077504
24771,2016.937612,999.57948,2301.47,0.3204,0.3892999999999999,2,18,24,10.99115581,4.872508,1,10.599139,14.826223,14.854428,64.22699,104.862865,102.50283,0.0238765,53,50,0.0,0.0,0.0,18,0,0,23.938742104803453,69.54526541309548
32762,1305.262318,907.3948,985.19,0.1726099999999999,0.1494999999999999,3,14,16,57.30303635,7.246205,1,9.990973,10.710185,13.079595,94.442225,69.333923,92.767482,-0.003691,40,46,4.0,0.0,0.0,22,0,0,23.937240830361134,314.22371858424134
17127,3064.811975,1444.62456,2435.56,0.32183,0.4112,9,6,16,37.01732924,6.229485,1,22.492603,7.085372,19.473539,90.003339,99.052611,90.003109,-0.031788,66,60,8.0,4.0,0.0,63,2,0,23.93124702968683,204.08634754590213
10318,1638.643316,896.26796,2182.66,0.30134,0.3317999999999999,3,13,22,19.94731149,5.634401,1,10.676972,11.977993,12.870584,93.604997,90.365619,85.951744,0.090263,47,40,0.0,0.0,0.0,66,0,0,23.93054678818939,117.79736399097959
6411,10746.562953,4536.92288,2897.62,0.41116,0.5865,12,17,18,13.1502193,5.17277,1,31.150798,22.921549,17.973198,89.954786,123.133773,90.032925,0.0580305,200,288,0.0,0.0,0.0,350,5,0,23.928440263996066,75.8071783745245
59753,1536.525044,1097.64096,1003.4,0.15678,0.1322,2,4,18,40.5433711,6.792067,1,9.553036,10.869149,15.346788,89.532445,74.644633,89.442111,0.0038369999999999,43,57,0.0,0.0,0.0,269,0,0,23.92468914701908,209.79725055005608
25508,2104.9612030000003,1673.02438,-9999.0,0.0765799999999999,0.058,12,9,10,33.484922999999995,7.725812999999999,1,13.085772,13.090177,15.588625,117.178433,62.78244,98.194189,0.0211155,81,76,2.0,0.0,0.0,78,5,0,23.919215972641666,157.31295229615324
18538,4333.74499,2079.313833,2369.89,0.33981,0.4264999999999999,4,17,25,25.96674523,5.606807,1,13.480376,13.478598,27.533528,90.718701,90.307112,60.036253,0.0045415,129,81,3.0,6.0,0.0,92,3,0,23.91593184132556,116.90723960303661
24857,1114.276515,707.58836,1199.37,0.17935,0.1701,2,4,22,16.70095351,6.255511,1,10.73894,10.846165,9.569103,90.819964,90.708558,90.749551,0.1340945,58,20,2.0,0.0,0.0,147,0,0,23.897031753443088,121.53474675895237
11775,1500.180623,695.6653200000001,2462.85,0.29858,0.3876999999999999,2,12,17,14.35775829,4.962964,1,15.032031,11.018566,9.829169,111.05728,98.22292,90.665503,0.1023455,51,27,4.0,0.0,0.0,69,0,0,23.893611323864008,76.67399311675153
3245,2275.035959,1874.75796,850.25,0.17995,0.1315,2,14,14,29.89914203,6.499323,1,15.42095,15.404286,9.580297,90.004812,91.472342,89.999861,-0.0547815,66,82,0.0,0.0,0.0,56,0,0,23.888114215158993,156.08124880481404
38480,1404.600707,1074.03508,761.5599999999998,0.14735,0.116,9,5,22,33.20545557,6.104147,1,14.620033,7.225571,13.480651,90.0,99.485168,90.0,-0.001731,72,16,0.0,2.0,0.0,168,2,1,23.886430747663397,101.01498120937717
24457,3065.935542,1263.8499,3136.15,0.4136699999999999,0.6043,12,4,13,14.0866061,5.271033999999999,1,14.95603,14.780933,17.028664,108.569737,106.348423,108.385303,0.061089,71,74,1.0,0.0,0.0,147,5,0,23.885884327032976,86.55851640079837
40257,1786.0874210000002,904.94866,2216.71,0.34187,0.4062999999999999,2,4,26,19.55454965,5.524290000000001,1,9.583848,10.77825,17.31574,91.014741,87.160879,90.664148,0.088996,52,32,1.0,0.0,0.0,259,0,0,23.88491599600401,88.88545755015502
17556,1583.019202,1117.56166,-9999.0,0.1032499999999999,0.0880999999999999,3,14,17,30.65179822,6.873852,1,14.896373,10.641104,10.044669,88.132573,88.185624,95.522017,0.091352,64,57,0.0,0.0,0.0,106,0,0,23.875492914192563,166.53002358245183
7464,2317.748263,961.68224,2898.28,0.3538199999999999,0.5134999999999998,3,16,20,12.96269806,5.399641,1,12.750982,13.213318,14.149446,91.478414,101.948222,83.600483,0.1655905,78,40,0.0,3.0,0.0,133,0,0,23.873331211256826,79.68281905497925
17716,3415.569994,2361.470566,1147.95,0.2390199999999999,0.2082,10,50,54,19.8534923,6.130833999999999,1,8.28912,16.16875,26.935181,72.822847,96.45637,96.371345,0.031152,155,34,21.0,0.0,4.0,127,1,0,23.857807257951293,81.4732460527541
14169,3175.250262,1688.4786399999998,2116.35,0.3492399999999999,0.3955,2,7,22,15.68255921,5.822781,1,17.721799,16.483011,10.871378,89.348643,90.483979,89.670332,0.0723145,92,32,20.0,2.0,0.0,224,0,0,23.848372855071517,73.71170195689945
485,1752.4556510000002,669.26428,3299.06,0.41936,0.6613,3,1,26,10.47367109,4.627138,1,9.824165,10.722522,16.703317,90.137361,84.864239,90.013802,0.054494,40,32,1.0,0.0,0.0,32,0,0,23.83378765592947,45.62183977658253
49646,2433.418622,1102.914,2904.17,0.35793,0.4756,2,4,28,22.8043333,5.809101999999999,1,23.544758,10.843817,9.531944,90.736684,89.99718,90.27948,-0.039643,57,51,4.0,0.0,0.0,224,0,0,23.812817912767798,129.58968172148406
31942,2025.013796,1236.86626,1024.42,0.18689,0.1842999999999999,3,14,27,18.55625727,5.491036,1,19.069598,10.622238,10.011149,89.694649,89.017892,92.860243,0.166697,105,48,0.0,0.0,0.0,74,0,0,23.81276783810702,92.96927656558012
26765,3282.054492,1480.7159800000002,2407.64,0.31069,0.4147,1,16,16,17.90759234,5.276333,1,15.455423,15.562859,15.528048,91.615886,71.793636,111.632483,0.132969,112,60,0.0,0.0,0.0,144,0,0,23.806421912915127,89.70136805159399
53747,2032.378145,1524.30364,-9999.0,0.0,0.0,2,9,18,33.56683775,9.336,1,10.883651,14.66984,14.682429,64.581854,104.093759,103.298349,0.0571119999999999,105,68,4.0,0.0,0.0,2,0,0,23.802019464429918,139.33851081493805
10176,1130.997233,793.50536,1074.76,0.1852099999999999,0.159,2,1,14,68.90916499,7.426792,1,10.885402,9.6705,10.756614,90.948716,92.518889,90.609132,0.0057599999999999,39,31,4.0,0.0,0.0,91,0,0,23.798376728292965,373.7183989656006
33853,3061.8504780000003,1688.7982989999998,1627.18,0.2387699999999999,0.2606999999999999,9,6,16,46.93706181,6.024511,1,22.47994,7.087119,19.463177,90.000067,99.09491,90.0,0.0722105,106,60,0.0,4.0,0.0,242,2,0,23.795120454388666,221.32258137832093
9749,1127.887118,1135.41942,-9999.0,0.0640199999999999,0.0383,2,4,22,47.61752824,7.088353999999999,1,10.866681,10.843846,9.583122,90.980581,89.902575,92.63046,-0.0196865,66,20,6.0,0.0,0.0,317,0,0,23.786884804233694,89.74520049008214
9261,1616.718704,1079.80696,-9999.0,0.06457,0.0582,3,12,17,87.31764687,8.130881,1,10.140304,10.829889,14.872367,89.173743,83.243979,94.384662,0.1431355,112,27,4.0,0.0,0.0,187,0,0,23.783319935178895,193.1845433753116
4362,1159.260187,728.33478,1015.68,0.16588,0.159,3,12,14,31.04046545,6.770256,1,10.188248,10.707287,10.800594,91.753217,95.286906,81.208247,0.15037,54,19,4.0,3.0,0.0,352,0,0,23.782052398685835,199.48761050232858
41863,2219.3592940000003,933.5098,2773.5,0.37917,0.5429,3,17,24,10.98223525,5.246639,1,15.006484,14.027744,10.543759,89.279589,89.932132,89.997051,0.0958145,64,46,0.0,0.0,0.0,128,0,0,23.76824704880645,70.83734857268608
46729,2393.172295,1403.42208,1718.64,0.28388,0.2914999999999999,3,16,17,13.802335,5.463755,1,12.613494,13.189984,14.92441,90.778753,103.076481,81.757459,0.006013,38,83,0.0,0.0,0.0,269,0,0,23.764367532077948,84.14540696602538
12333,9064.766579,4002.85472,2431.53,0.3080399999999999,0.4200999999999999,4,6,23,13.59055359,5.817956,1,23.471167,13.582821,28.434209,89.943511,90.367799,90.020813,0.0066479999999999,302,108,0.0,24.0,0.0,51,3,0,23.75984302301059,84.25106296849043
23549,795.2175089999998,1162.17976,-9999.0,0.0841299999999999,0.0347,3,5,22,34.67411164,7.254263,1,10.771922,8.885944,8.309292,89.927601,88.938788,89.983435,-0.1529145,39,8,0.0,2.0,0.0,168,0,0,23.750613399263926,63.621762250744354
10680,4478.355517,1608.98644,2713.06,0.33344,0.5589,2,25,27,14.87733954,6.949278,1,19.355054,15.864164,14.588023,89.159862,90.602584,89.476642,0.1843775,215,26,0.0,4.0,0.0,384,0,0,23.746271177333625,95.46045645497811
26269,1693.7874559999998,1080.3328,1244.92,0.2027799999999999,0.1915,3,16,24,26.68086769,6.530973,1,10.526693,12.591526,13.186451,82.346579,90.179104,102.011077,-0.0368495,48,54,0.0,0.0,0.0,269,0,0,23.740713252757757,183.1411041833031
24151,1117.8958300000002,817.24912,655.49,0.1287399999999999,0.106,3,4,14,23.59152168,7.050485000000001,1,10.668551,10.653651,9.839236,89.993627,88.445834,89.749458,-0.0288855,46,31,4.0,0.0,0.0,147,0,0,23.735482960716467,158.59998324758058
1850,2421.604967,1239.68476,1974.28,0.2685799999999999,0.316,3,22,28,21.19624056,5.772493,1,10.620369,9.75468,23.375958,90.150807,89.519578,90.174334,0.149959,94,47,0.0,0.0,0.0,280,0,0,23.732523003858873,114.99938457510225
27142,3826.731816,1478.6212,2673.74,0.3451199999999999,0.5379,2,3,24,15.76679308,5.830305,1,19.443337,18.370363,10.724343,90.082839,92.545523,89.822415,0.145186,163,44,0.0,0.0,0.0,73,0,0,23.71756345067216,89.22918199753866
33217,5064.620563,2135.29696,3185.31,0.41976,0.5996,12,1,1,11.66038293,5.275576,1,17.13706,17.13706,17.24544,90.0,90.0,90.0,0.040608,112,128,0.0,0.0,0.0,101,5,4,23.70880869890739,87.59343278834369
1524,2004.618416,998.03834,1657.05,0.22735,0.275,2,18,22,15.80475506,6.180374,1,10.721677,14.690236,14.608458,65.108314,103.960058,103.157639,0.122912,79,50,0.0,0.0,0.0,29,0,0,23.70879780236683,151.95891396566458
43965,3007.902904,2281.42528,-9999.0,0.06826,0.0541999999999999,9,18,29,35.98524207,9.435377,1,7.074834,11.872737,35.810007,90.000016,90.341068,90.000225,8.250000000000011e-05,104,146,0.0,0.0,0.0,38,2,0,23.701684262653288,219.96747813829955
55978,2263.0440350000003,1270.41968,1949.2,0.2848699999999999,0.3055999999999999,2,13,18,20.0636828,6.275744,1,11.781089,12.975529,15.699916,95.123503,73.30399,99.821985,0.1277905,67,51,0.0,0.0,0.0,109,0,0,23.69867591804251,137.29173232317322
12300,1663.018589,1046.34808,1130.17,0.17296,0.1655,9,11,2,49.97415156,6.1863150000000005,1,6.935475,14.702954,16.309024,90.408559,90.011845,89.902599,-0.040045,62,32,6.0,2.0,0.0,12,2,0,23.682269875704122,207.17178623131184
40414,2602.644682,1323.92368,2113.36,0.2571899999999999,0.3044999999999999,3,18,19,20.45145692,6.085247,1,11.53993,15.021761,15.683075,82.077532,90.231707,104.747112,0.104322,95,50,4.0,2.0,0.0,387,0,0,23.68015073049648,141.16512506042602
46332,2212.574376,1501.61274,1256.64,0.2571999999999999,0.2281999999999999,2,17,24,25.29559161,6.2251330000000005,1,15.037564,13.888772,10.602269,89.795177,87.735601,89.930948,0.0082435,69,46,10.0,0.0,0.0,317,0,0,23.674822774662246,125.97688650547856
20610,1804.463812,821.4561999999999,2265.99,0.33594,0.4444,3,2,10,12.37134989,5.306394,1,8.544156,14.932371,14.275722,88.825667,97.571676,91.663528,0.1231065,50,44,1.0,0.0,0.0,379,0,0,23.66548516302401,76.48750438591361
4613,3303.196923,2111.61892,1067.75,0.1610099999999999,0.1517,2,16,16,50.59539597,6.4874730000000005,1,18.734985,18.670461,12.419774,89.751793,130.504177,90.028468,0.0367855,98,112,10.0,0.0,0.0,147,0,0,23.664242138372856,265.74234927346356
5764,2248.315263,1352.65684,1332.72,0.19894,0.1991,9,1,17,20.59537958,5.931462000000001,1,6.935943,17.594598,19.438688,108.579321,89.411104,90.788836,0.0118475,80,66,0.0,0.0,0.0,165,2,0,23.663163862822174,127.21465504578667
37145,1116.934672,1218.97118,-9999.0,0.0684899999999999,0.0378,2,14,24,56.17944312,8.691261,1,10.680385,10.898087,9.615232,87.549868,89.088679,92.468876,-0.0181195,48,30,3.0,0.0,0.0,97,0,0,23.660157808533114,116.22702960847215
41641,1630.0119539999998,1316.7124,241.74,0.0956499999999999,0.0713,9,12,18,39.76228018,6.621853,1,7.000769,14.125988,17.889857,111.987337,95.845092,90.403775,0.0747605,82,58,6.0,0.0,0.0,306,2,0,23.64164799373995,113.09571381021487
28932,2565.231232,1272.34808,1687.93,0.2518599999999999,0.3058,2,6,22,22.65731766,5.331705,1,15.955309,14.751465,10.899063,90.053216,89.816421,90.095418,0.0092005,88,68,0.0,4.0,0.0,37,0,0,23.637668063164938,103.20159283803494
23272,1370.312882,1126.6019199999998,384.8,0.0868799999999999,0.0636,2,4,16,47.56795927,7.699489,1,9.689294,10.997403,13.53053,93.545717,72.354934,88.994347,0.1857875,81,36,0.0,0.0,0.0,370,0,0,23.621911920560393,167.0162443476909
34365,4903.920847,2245.8956,1807.15,0.2779599999999999,0.3654999999999999,9,3,7,15.51874942,5.672982,1,27.628362,7.174117,24.849718,89.997359,95.357827,89.999988,0.1118675,212,76,0.0,2.0,0.0,142,2,0,23.617974544261642,82.22118438129459
20316,3075.60786,1399.91346,2647.81,0.36065,0.4772,12,4,13,15.32367335,5.675369,1,14.839062,14.759414,17.047236,108.885114,105.590498,107.629936,0.0495839999999999,81,78,0.0,0.0,0.0,64,5,0,23.608134295137702,108.43767079921918
41312,1109.874607,799.45068,-9999.0,0.0771799999999999,0.0645,3,4,9,51.60259091,8.013745,1,10.614603,10.654043,9.823962,89.471934,87.687424,90.919604,0.1191545,58,38,0.0,0.0,0.0,62,0,0,23.605569755174713,214.22325653146967
42622,1729.67993,929.65988,1802.63,0.2927599999999999,0.328,2,24,26,16.41950013,6.6322410000000005,1,9.399662,10.647124,17.353622,89.975872,84.832256,90.008881,-0.026281,71,28,1.0,0.0,0.0,64,0,0,23.60380709286136,123.14331479231664
38545,1919.371343,1320.4032,947.58,0.1613,0.1411999999999999,9,13,24,22.02971605,6.616322,1,6.935013,16.67421,16.926387,101.168177,89.046297,91.583384,-0.149808,84,46,0.0,0.0,0.0,36,2,0,23.597207280894835,128.675198243463
35961,705.8163480000001,591.10784,-9999.0,0.0471099999999999,0.0339,3,10,14,42.4658962,8.255247,1,7.834478,8.560917,10.579177,91.411725,85.468773,93.574541,0.057736,36,19,3.0,0.0,0.0,135,0,0,23.57926405833382,130.0937511419001
11274,1634.011728,1228.36872,809.35,0.17047,0.1366,9,4,12,18.78775164,6.217874,1,14.33207,16.591367,6.966738,89.999965,99.474811,89.999898,-0.1144395,60,28,4.0,12.0,0.0,209,2,0,23.57709489140413,86.46837955462479
39360,4284.858177,4096.12992,536.93,0.13458,0.0848,12,10,24,30.75970844,7.45415,1,20.117105,17.287686,15.723235,90.155255,51.591853,89.916809,-0.1384544999999999,168,80,4.0,0.0,0.0,259,5,0,23.5614632433892,120.48928486814776
10915,1771.927805,1205.7498,1119.83,0.2273699999999999,0.2011999999999999,3,1,26,30.0449449,5.689467,1,10.0491,10.707117,16.832331,99.549146,83.180009,88.863705,0.0428975,64,32,13.0,0.0,0.0,48,0,0,23.55393616695396,112.24859714548022
1347,1460.981615,733.2684799999998,2167.74,0.2822,0.3386,3,12,18,11.10219727,5.043304,1,10.180676,10.739839,13.680557,91.906997,100.217087,96.331313,0.0904405,44,29,4.0,0.0,0.0,348,0,0,23.54994162681583,73.20133559160257
8633,3850.647599,2301.5805600000003,1704.1,0.29552,0.2977,3,41,41,39.49943326,6.649987,1,16.735811,16.994627,16.907144,66.312444,66.336173,65.74468,0.0241154999999999,66,150,0.0,0.0,0.0,66,4,0,23.543222970660793,352.4735856689076
44033,5144.78996,3612.922946,930.3900000000002,0.2119099999999999,0.1817,3,9,14,31.89340033,6.078411,1,19.082322,18.375393,19.074257,109.16772,110.907864,108.367527,-0.0731405,144,125,32.0,0.0,0.0,130,6,0,23.54263647969998,83.75002145130198
16135,4012.990345,3889.71544,-9999.0,0.0509,0.0316,4,4,11,48.62404271,10.035307,1,19.375311,11.060595,18.728382,90.18881,90.856529,90.354099,0.0326179999999999,200,148,4.0,0.0,0.0,160,3,0,23.54156747337538,155.57094421109184
50712,709.513459,626.79944,580.59,0.1199299999999999,0.0817999999999999,3,10,14,27.31555412,7.370777999999999,1,7.822024,8.570456,10.617327,91.082064,86.629871,92.937096,-0.0391305,24,19,2.0,0.0,0.0,18,0,0,23.534096116256535,175.98864504377138
13777,4023.902585,3320.481373,712.04,0.1602899999999999,0.117,4,11,15,58.13705992,6.702935000000001,1,19.064408,10.989292,19.208607,90.054185,89.300289,89.634503,-0.015216,150,80,20.0,0.0,0.0,157,3,0,23.533297868030218,203.3602608523917
6937,2454.314687,1151.90012,2347.06,0.35219,0.4519,2,17,19,15.96746834,5.346989,1,15.101037,13.941835,11.679315,90.000203,86.493465,89.998213,0.040619,62,46,10.0,2.0,0.0,309,0,0,23.522020910072207,82.87281760773494
42737,4921.41729,2797.13526,1771.19,0.2441099999999999,0.2586,4,7,25,18.67269292,6.111966000000001,1,13.485973,14.013608,30.084775,97.808757,90.697034,118.696454,0.0709009999999999,180,60,0.0,9.0,0.0,173,3,0,23.51126877375617,98.9055250218172
26281,2242.172128,1149.7261,1915.02,0.27554,0.3236,3,17,22,18.608121,6.155691,1,14.886996,14.199571,10.611618,90.257127,91.691565,90.131492,0.1284265,95,46,0.0,0.0,0.0,116,0,0,23.510757071145576,132.72457586817558
24858,782.1781499999998,675.1431200000001,-9999.0,0.09257,0.0646,3,5,14,45.62776722,7.204332000000001,1,10.835582,8.910876,8.101608,90.719278,89.7574,90.036374,-0.0327115,28,19,4.0,2.0,0.0,224,0,0,23.51037862895818,150.10031994867077
24741,1582.816601,956.99148,1152.5,0.18079,0.1801,2,4,17,24.03594522,6.715843,1,15.012524,10.932657,9.667416,91.879122,89.247336,93.473385,0.1837045,85,39,0.0,0.0,0.0,325,0,0,23.505355143409787,194.51454337700446
53378,5132.163015,2279.76368,2226.43,0.30034,0.4072,12,11,12,16.90510406,5.2861910000000005,1,24.568175,17.302712,15.636764,90.040635,129.457895,89.828595,0.112127,192,80,16.0,0.0,0.0,62,5,0,23.503346293872227,101.42112773174
39264,2293.499276,1015.73644,2349.3,0.3150899999999999,0.4284999999999999,3,2,11,12.35518853,5.523496,1,14.957342,14.301295,10.726253,90.452813,91.509535,90.46265,0.169207,97,32,2.0,0.0,0.0,391,0,0,23.502678241966493,73.67755543297659
16848,1126.60385,1089.60654,721.7799999999999,0.16042,0.0999,3,4,11,13.44373861,5.511754,1,10.54736,10.774217,9.937354,88.839424,86.796952,91.917532,0.09146,45,20,2.0,0.0,0.0,168,0,0,23.502294921539963,51.12286968922732
56235,1543.717299,767.68976,2102.53,0.3088299999999999,0.374,2,4,18,16.13585727,5.391,1,9.570473,10.838667,15.439886,89.922343,74.559111,90.505607,0.0875835,47,41,0.0,0.0,0.0,128,0,0,23.486349292897543,109.63302980778032
9256,2481.408682,1069.47888,2990.25,0.3981099999999999,0.5563,3,14,28,14.02116715,4.828823000000001,1,23.424481,10.718981,9.893008,88.287746,89.976523,91.97907,-0.020435,44,65,0.0,0.0,0.0,269,0,0,23.482499082227875,64.49560236490579
56334,1608.53654,1270.9439,1019.58,0.19847,0.1512999999999999,9,1,24,23.33141925,5.877555,1,6.925122,14.544903,15.970421,90.538741,89.740609,89.977076,-0.120813,62,34,0.0,0.0,0.0,264,2,0,23.481489241313923,89.52993672238932
26825,2561.614576,1305.87692,2090.42,0.28515,0.3367999999999999,3,18,19,18.62836564,5.913446,1,11.556052,14.931509,15.508843,81.43972,89.801006,104.330765,0.0307185,73,50,8.0,2.0,0.0,261,0,0,23.47007053800857,118.02067046660594
38971,14522.706997,6491.83248,2173.69,0.3294699999999999,0.4439,1,1,27,20.01418657,6.435693,1,18.383661,18.373926,42.994682,90.027776,89.957609,89.87944,0.1382985,640,168,0.0,0.0,0.0,41,0,0,23.463649639487286,99.50352175705535
17056,2987.718185,1161.61224,2800.9,0.4542499999999999,0.7036,3,17,18,11.91577003,5.033533,1,14.190477,14.964076,15.336033,88.868759,66.581632,89.392652,0.038325,48,67,8.0,0.0,0.0,8,0,0,23.46316188557875,67.42156093829213
7535,623.327233,474.8652,1411.04,0.2278999999999999,0.1802,3,5,10,23.52253833,5.627369,1,8.698567,8.936334,8.111916,89.99227,98.69002,89.996687,-0.129126,16,12,1.0,2.0,0.0,66,0,0,23.462687960959002,89.06014631280355
4329,10362.635544,4409.41824,2937.65,0.4484799999999999,0.6347,12,17,17,12.10365396,5.699121,1,21.556538,21.55766,22.299259,90.027679,90.082662,89.928578,-0.052692,176,232,32.0,0.0,0.0,9,5,0,23.455979670759667,86.81731110292591
2412,1547.532258,901.86156,1339.14,0.2179199999999998,0.2252,2,14,18,28.92856057,6.387149,1,9.609162,10.848492,15.485012,86.804814,74.146994,92.487638,0.0386625,57,51,0.0,0.0,0.0,137,0,0,23.451103993013987,241.2544232301953
39561,1829.842107,879.6822599999998,2183.21,0.32628,0.4087,2,4,7,24.23393259,6.33837,1,17.748553,10.822119,9.526748,89.770958,89.793056,90.013962,0.045133,57,32,3.0,1.0,0.0,2,0,0,23.449033029605005,144.81380637437462
40530,3417.376714,1412.71188,2994.88,0.3800799999999999,0.5536999999999999,9,7,16,22.45022044,6.284487,1,23.790698,7.222377,20.628641,89.999556,105.392868,89.999935,-0.041834,68,72,2.0,2.0,0.0,43,2,0,23.44879395525726,168.42182382062123
