,MOFname,volume [A^3],weight [u],surface_area [m^2/g],void_fraction,void_volume [cm^3/g],functional_groups,metal_linker,organic_linker1,organic_linker2,topology,CO2/N2_selectivity,heat_adsorption_CO2_P0.15bar_T298K [kcal/mol],cif_filepath,_audit_creation_date,_symmetry_space_group_name_H-M,_symmetry_Int_Tables_number,_space_group_crystal_system,_cell_length_a,_cell_length_b,_cell_length_c,_cell_angle_alpha,_cell_angle_beta,_cell_angle_gamma,_cell_volume,mof_convex_hull_area,mof_convex_hull_volume,mof_convex_hull_npoints,mof_convex_hull_nsimplex,partial_charge_mean,partial_charge_median,partial_charge_std,bond_type_countS,bond_type_countA,bond_type_countT,bond_type_countD,bond_type_countAm
376,mof_unit_pretest_376,1159.965034,945.440375,0.0,0.05915,0.0437,F-Et,3,12,22,pcu,32.48205323,7.117542,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_376.cif,2012-12-10T17:21:11-0500,P1,1,triclinic,10.211575,10.800903,10.693631,92.904103,96.266676,81.903354,1159.96503419,3.3040578636326723,0.4991788067980886,98,58,-2.040816326589297e-08,0.215413,0.49700884596607553,93,8,0.0,4.0,0.0
377,mof_unit_pretest_377,1123.483128,959.1899,0.0,0.09543,0.0672999999999999,I-Et,3,4,22,pcu,48.35353891,7.369181,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_377.cif,2012-12-10T20:34:51-0500,P1,1,triclinic,10.659899,10.653971,9.894576,88.814985,89.864343,90.12746,1123.4831276,2.711651877863038,0.3811147293791777,80,82,2.4999999997943333e-08,0.169319,0.4245772058562192,71,20,0.0,0.0,0.0
378,mof_unit_pretest_378,4112.527588,2219.2016,2202.76,0.2737,0.3054,NO2,12,4,10,bcu,34.82985047,6.177385,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_378.cif,2013-03-05T15:53:03-0500,P1,1,triclinic,19.815119,17.069481,15.313524,89.968555,52.560292,90.024597,4112.5275884,4.1152777472244235,0.6960929914383084,200,86,-4.0000000001150225e-08,0.0534545,0.17232486671260885,124,112,0.0,4.0,0.0
379,mof_unit_pretest_379,1652.924941,731.2062400000002,3304.47,0.3572799999999999,0.4864,NO2-Me,3,1,25,pcu,10.73880607,4.925572,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_379.cif,2013-03-05T16:11:55-0500,P1,1,triclinic,15.744327,10.65889,9.849809,89.632222,89.952499,90.158174,1652.92494112,2.433443138359417,0.3129236420276928,62,56,4.838709677200359e-08,0.0298085,0.43146552215587236,48,24,2.0,0.0,0.0
380,mof_unit_pretest_380,3170.921864,1459.163286,3381.36,0.37356,0.4889,Cl-F,9,18,20,sra,31.900732399999995,6.524604,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_380.cif,2012-12-11T15:28:34-0500,P1,1,triclinic,6.958617,19.589622,23.40244,96.106178,91.053399,88.793345,3170.92186428,3.6601106831606454,0.5564788331852754,100,52,4.9999999994776445e-08,-0.059233,0.49161436463621316,56,58,6.0,0.0,0.0
381,mof_unit_pretest_381,2582.07213,915.48132,3499.14,0.4662699999999999,0.792,OH-Ph,3,2,16,pcu,8.463941464999998,4.728081,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_381.cif,2012-12-10T19:48:33-0500,P1,1,triclinic,13.083288,14.172786,14.881191,90.138597,90.085043,69.349681,2582.0721303,2.3804429573686754,0.29156553352891457,89,40,6.74157303290377e-08,0.041382,0.36958965080878786,48,54,0.0,0.0,0.0
382,mof_unit_pretest_382,899.1198319999999,631.4526400000001,878.12,0.14843,0.1273,COOH-NHMe,2,1,10,pcu,49.72548404,7.309008999999999,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_382.cif,2012-12-10T17:55:03-0500,P1,1,triclinic,8.775651,10.858369,9.514894,90.587652,97.374088,89.828409,899.119831768,2.5724199610683374,0.3276904751026975,54,52,-1.8518518522134985e-08,0.010282,0.49788891147313885,39,20,0.0,3.0,0.0
383,mof_unit_pretest_383,1474.571382,875.559566,1502.33,0.21919,0.2223,OH-F,2,10,28,pcu,41.09430083,6.883649,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_383.cif,2012-12-10T16:50:17-0500,P1,1,triclinic,23.523056,8.680222,7.456776,103.31218,94.089105,92.780361,1474.57138166,2.6970400316331244,0.34326945592444547,70,44,-7.1428571411593e-08,-0.088952,0.46312917315262897,41,39,0.0,2.0,0.0
384,mof_unit_pretest_384,686.835578,501.26624,1138.7,0.19947,0.1646,NO2,2,10,11,pcu,28.50982532,5.98744,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_384.cif,2013-03-05T15:39:57-0500,P1,1,triclinic,10.88063,8.685422,7.505275,102.717225,95.266568,93.200525,686.83557817,2.18066999374177,0.25434695517242534,34,30,-2.9411764687135937e-08,-0.14634550000000002,0.5097073705810772,24,12,0.0,4.0,0.0
385,mof_unit_pretest_385,1487.9656220000002,659.50558,3142.59,0.3957999999999999,0.5378,HCO,2,14,20,pcu,13.759072,5.498412999999999,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_385.cif,2012-12-10T17:20:50-0500,P1,1,triclinic,14.340402,10.789334,9.630784,90.42103,90.439362,93.008205,1487.9656223,2.181819796348716,0.24422026285325377,54,32,7.407407406592428e-08,-0.0046625,0.3885038240026231,30,30,3.0,1.0,0.0
386,mof_unit_pretest_386,2582.29299,1201.91322,2330.92,0.2968199999999999,0.384,OPr-NHMe,12,11,22,bcu,11.56593475,4.9298,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_386.cif,2012-12-11T14:26:44-0500,P1,1,triclinic,15.022199,14.975376,14.971244,109.616488,109.441826,109.677774,2582.29298975,4.495587873133969,0.7626331387041758,134,68,-1.4925373136414596e-08,0.093855,0.2749895748287692,106,40,0.0,6.0,0.0
387,mof_unit_pretest_387,3856.625907,2925.290438,719.87,0.15359,0.1218999999999999,H-F,4,1,24,acs,40.13182249,6.977169,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_387.cif,2012-12-11T14:52:36-0500,P1,1,triclinic,18.836047,10.906274,18.778045,89.836445,91.190303,89.551124,3856.62590682,4.648834251319778,0.7901190772236104,216,78,1.3888888886718312e-08,-0.064579,0.437672166893006,160,108,0.0,0.0,0.0
388,mof_unit_pretest_388,3936.622305,3342.18472,0.0,0.0612699999999999,0.0434999999999999,OEt-OMe,4,4,11,acs,90.73051763,8.897631,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_388.cif,2012-12-11T15:41:22-0500,P1,1,triclinic,19.11465,11.011234,18.709046,90.945818,91.002949,90.244757,3936.62230503,4.868307121454198,0.8561643824840344,316,94,9.493670884592264e-09,0.06722449999999999,0.3611782636284664,256,108,0.0,4.0,0.0
389,mof_unit_pretest_389,1569.742888,1095.48936,1479.02,0.23929,0.2064999999999999,HCO-I,2,14,17,pcu,29.38308175,6.413588,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_389.cif,2012-12-10T17:19:25-0500,P1,1,triclinic,15.060391,10.883523,9.588954,91.531349,90.189471,92.424799,1569.74288753,2.6985738290486405,0.352712518028288,76,52,6.578947369486727e-08,0.031295,0.3664983902124241,38,49,0.0,3.0,0.0
390,mof_unit_pretest_390,2479.324785,973.73776,2600.13,0.32815,0.5031999999999999,Pr-NHMe,3,7,10,pcu,18.16310781,5.9569220000000005,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_390.cif,2012-12-10T21:07:48-0500,P1,1,triclinic,8.570253,17.45837,16.760305,89.169203,98.588189,89.913387,2479.32478519,3.3805286688859058,0.5009833307930249,118,54,-3.389830507725273e-08,0.14362350000000002,0.4023813422704744,92,32,2.0,1.0,0.0
391,mof_unit_pretest_391,10275.356185,3760.34592,3508.1,0.4669399999999999,0.7683999999999999,NO2,12,2,18,bcu,12.96650858,5.06764,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_391.cif,2013-03-05T15:51:41-0500,P1,1,triclinic,30.151295,22.534973,18.080608,89.63584,123.233903,89.963638,10275.3561852,4.151527368430739,0.6830233177661339,344,86,3.488372092994471e-08,0.056956,0.1925799718143661,156,244,0.0,0.0,0.0
392,mof_unit_pretest_392,1665.67919,799.36148,2201.43,0.2862899999999999,0.3593,OMe,3,1,23,pcu,17.50644538,5.254832,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_392.cif,2012-12-10T18:50:50-0500,P1,1,triclinic,10.729743,9.876947,15.718184,90.085566,90.584089,89.996905,1665.67918975,2.708528743949177,0.37588099546806414,82,54,-2.439024390144797e-08,0.13067299999999998,0.4045807698388415,69,20,2.0,0.0,0.0
393,mof_unit_pretest_393,3853.643102000001,1424.81024,3434.96,0.43201,0.7036,H,9,7,18,sra,31.90026787,6.093579,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_393.cif,2012-12-11T17:36:10-0500,P1,1,triclinic,25.865923,6.904438,21.698173,90.0,96.027976,90.000168,3853.64310238,3.6451903699443324,0.5794684110059107,132,60,3.030303029801414e-08,-0.044406,0.3765724432901715,72,82,2.0,0.0,0.0
394,mof_unit_pretest_394,1379.393786,847.85416,820.12,0.1302299999999999,0.1275999999999999,OPr-Me,2,11,16,pcu,29.54122751,7.570738,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_394.cif,2012-12-10T16:54:05-0500,P1,1,triclinic,9.671111,11.058359,13.484304,88.715189,73.260394,87.296499,1379.39378649,3.194955890279311,0.45741470371106746,98,48,1.699320956058913e-18,0.14510699999999999,0.41637623151254904,79,24,0.0,4.0,0.0
395,mof_unit_pretest_395,1588.063989,935.42664,1935.74,0.32285,0.3301,SO3H,3,1,2,pcu,38.48353779999999,6.875917,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_395.cif,2012-12-10T18:55:59-0500,P1,1,triclinic,10.815967,9.808308,14.96963,89.878426,89.960796,89.852488,1588.06398876,2.471889637596624,0.2916899109939176,70,30,5.714285715084445e-08,0.0045969999999999995,0.41834125876325573,39,32,0.0,8.0,0.0
396,mof_unit_pretest_396,2483.189114,2114.81678,978.55,0.19897,0.1406999999999999,I-COOH,3,12,28,pcu,26.40187699,6.013203,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_396.cif,2012-12-10T17:25:33-0500,P1,1,triclinic,10.245924,10.501296,23.410288,91.812166,81.310454,94.036606,2483.18911362,3.0679581397202345,0.44690612247780404,110,60,-4.545454546695476e-08,-0.0994815,0.5784663575388787,66,39,0.0,16.0,0.0
397,mof_unit_pretest_397,2251.239856,1544.52186,1294.11,0.2299799999999999,0.2019,CN-NO2,4,1,19,acs,37.64926837,5.621017,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_397.cif,2013-03-05T15:45:12-0500,P1,1,triclinic,11.570411,11.52967,19.544368,90.517799,90.148173,59.709831,2251.23985604,3.688377436683237,0.5579121554872174,99,54,1.0101010098496969e-08,-0.027566,0.4349084236247065,57,52,9.0,0.0,0.0
398,mof_unit_pretest_398,2007.51657,1713.17672,0.0,0.06087,0.0429999999999999,Me,4,14,14,acs,74.37900775999998,8.884732000000001,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_398.cif,2012-12-11T14:17:57-0500,P1,1,triclinic,11.047758,11.07484,18.943448,89.79598,89.914198,119.985434,2007.51657008,4.4503505314887954,0.7410132126067401,158,64,2.8106912015826747e-18,0.002685,0.33752764266000534,96,90,0.0,0.0,0.0
399,mof_unit_pretest_399,12272.832356,5408.493232,1914.67,0.4718499999999999,0.6448,HCO-SO3H,10,54,54,etb,25.710531600000003,5.7929900000000005,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_399.cif,2012-12-11T21:06:04-0500,P1,1,triclinic,36.124281,40.226525,8.460692,90.000251,93.417066,90.004796,12272.8323558,4.150375415897432,0.7036518434516859,460,134,8.695652175128504e-09,0.018387,0.39270149514626623,314,112,0.0,84.0,16.0
400,mof_unit_pretest_400,3471.772351,1858.20732,2126.71,0.3115699999999999,0.3506,Br-H,9,18,23,sra,30.75303367,6.119756,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_400.cif,2012-12-11T15:30:40-0500,P1,1,triclinic,6.949772,20.466552,24.410467,89.763079,90.395886,89.374616,3471.77235114,4.26790246026366,0.6710973308398206,136,46,2.2058823517800974e-08,0.055150500000000005,0.40682107815606816,98,58,4.0,0.0,0.0
401,mof_unit_pretest_401,1112.1612699999998,907.02922,731.5,0.16113,0.1189999999999999,I-OEt,3,4,12,pcu,19.31548961,6.554687,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_401.cif,2012-12-10T20:27:13-0500,P1,1,triclinic,10.803918,10.771708,9.852277,89.989208,104.072332,90.160073,1112.16126969,2.6423039518043288,0.34516392247458405,64,62,1.56250000073882e-08,0.125079,0.4449981925735588,51,20,0.0,2.0,0.0
402,mof_unit_pretest_402,2004.344735,846.7052999999999,2667.49,0.3938599999999999,0.5615,OPr-NO2,2,4,27,pcu,16.48229734,5.201329,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_402.cif,2013-03-05T16:32:50-0500,P1,1,triclinic,19.362103,10.859618,9.534118,91.037505,89.970306,90.243756,2004.3447346,2.218189604129943,0.27189329331625844,80,60,0.0,0.0565575,0.38278602116309707,53,40,0.0,0.0,0.0
403,mof_unit_pretest_403,4363.439689,2507.41442,1660.01,0.2722,0.2853,HCO-NH2,1,4,14,pcu,18.34765462,5.780024,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_403.cif,2013-03-05T16:25:56-0500,P1,1,triclinic,18.305003,18.342316,18.369503,119.96593,89.873374,120.072948,4363.43968873,4.17062575171665,0.6814491873933558,204,90,-4.901960783094117e-09,0.055719000000000005,0.4502399861378232,148,65,0.0,19.0,0.0
404,mof_unit_pretest_404,3161.459701,1895.632796,1646.72,0.2616699999999999,0.2627999999999999,H-COOH,10,47,54,etb,17.96347996,5.476816,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_404.cif,2012-12-11T18:37:12-0500,P1,1,triclinic,8.217691,14.293703,26.995093,93.122643,92.778779,88.421441,3161.45970091,3.4411666292713865,0.505647649615449,169,66,-1.77514792871666e-08,0.021738,0.4037245355882186,130,44,0.0,19.0,4.0
405,mof_unit_pretest_405,1076.916886,720.0514599999999,1157.16,0.1886299999999999,0.1699,Cl-HCO,3,4,12,pcu,31.79983861,6.746921,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_405.cif,2012-12-10T20:27:11-0500,P1,1,triclinic,10.432493,10.694124,9.885363,89.534645,102.434157,90.654121,1076.91688563,2.333863722012406,0.30017259754235004,56,62,3.5714285719277786e-08,0.0507195,0.4695282533932697,40,20,0.0,5.0,0.0
406,mof_unit_pretest_406,1936.458445,1084.51486,1562.08,0.2759099999999999,0.2967,NH2-CN,3,13,16,pcu,13.11963696,5.412357,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_406.cif,2012-12-10T17:29:16-0500,P1,1,triclinic,12.077245,12.888922,13.433055,85.605891,111.577839,94.2105,1936.45844488,2.832299182556933,0.3800529857201878,93,54,-4.301075268821506e-08,0.017757,0.3508255350773668,50,46,9.0,0.0,0.0
407,mof_unit_pretest_407,1943.483167,974.87076,2028.39,0.2992099999999999,0.3592,OEt-NO2,2,16,18,pcu,16.03415011,5.701259,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_407.cif,2013-03-05T15:54:52-0500,P1,1,triclinic,12.336223,13.365715,14.263266,92.784035,107.952809,117.000275,1943.4831673,3.30101548768941,0.45663980042111085,95,46,1.052631578568608e-08,0.050959,0.3346831351515858,48,63,0.0,0.0,0.0
408,mof_unit_pretest_408,3895.244472,3700.44392,0.0,0.1066599999999998,0.0675999999999999,I-COOH,4,11,14,acs,46.98319438,6.418135,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_408.cif,2012-12-11T14:01:12-0500,P1,1,triclinic,18.933952,11.000403,18.702429,89.727686,89.651347,90.055555,3895.24447187,4.5499996733023025,0.7638525937302733,212,88,1.4150943410772968e-08,-0.08806649999999999,0.43487461162663843,154,70,0.0,24.0,0.0
409,mof_unit_pretest_409,3430.8024090000004,2096.54496,1256.25,0.2218,0.2185999999999999,NHMe-Br,9,17,23,sra,18.9959892,5.036315,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_409.cif,2012-12-11T15:22:37-0500,P1,1,triclinic,22.86151,7.234838,20.775917,90.000866,93.248065,90.000639,3430.80240883,4.532006640045317,0.7548951559574689,178,68,-2.808988763938602e-08,0.096764,0.40246048458853795,140,54,4.0,0.0,0.0
410,mof_unit_pretest_410,5323.758613,4869.92048,964.68,0.20447,0.1346,OH-I,12,4,4,bcu,21.16278015,5.780283,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_410.cif,2012-12-11T17:08:00-0500,P1,1,triclinic,17.44841,17.387264,17.550378,89.518419,90.76217,90.154853,5323.75861286,3.6157637260696665,0.584108812594039,264,100,-2.272727271699225e-08,0.0568445,0.36162457940059684,184,128,0.0,0.0,0.0
411,mof_unit_pretest_411,1888.0938670000005,1140.41296,0.0,0.1723099999999999,0.1718,OH-H,9,11,16,sra,60.08913887,6.929061,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_411.cif,2012-12-11T14:17:27-0500,P1,1,triclinic,6.943185,13.634374,20.399976,102.108807,89.976191,90.643941,1888.09386669,4.058322481545574,0.6344493741048634,96,50,3.125000000436806e-08,-0.039971,0.473648117835524,62,48,0.0,4.0,0.0
412,mof_unit_pretest_412,3095.418512,1606.8427800000002,2196.67,0.29693,0.3444999999999999,HCO-CN,4,13,21,acs,18.60530531,5.979998,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_412.cif,2012-12-11T14:15:43-0500,P1,1,triclinic,11.164999,12.706598,23.618118,90.625981,96.587761,68.51046,3095.41851161,3.93489172682123,0.6050419528810689,124,48,-8.064516135083876e-09,0.000947,0.38337666803058557,75,57,8.0,6.0,0.0
413,mof_unit_pretest_413,1621.843215,1248.33573,720.6599999999999,0.14599,0.1142,COOH-I,9,4,22,sra,26.49465285,6.575063,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_413.cif,2012-12-11T17:05:33-0500,P1,1,triclinic,6.964706,14.529936,16.026729,90.178766,90.070569,90.03269,1621.84321462,4.00562405449055,0.6269027970673667,100,52,2.000000001389779e-08,0.073187,0.4784577718605474,84,34,0.0,2.0,0.0
414,mof_unit_pretest_414,2340.568499,1573.30872,0.0,0.0601799999999999,0.0539,Et,9,13,13,sra,40.80572129,7.978878999999998,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_414.cif,2012-12-11T14:41:01-0500,P1,1,triclinic,6.94033,17.285208,19.51268,89.887609,90.449934,90.739303,2340.56849946,4.639331832947206,0.7921346834178102,192,84,5.208333328278932e-09,0.1500745,0.4130671662184677,152,60,0.0,0.0,0.0
415,mof_unit_pretest_415,1432.561501,761.40116,1683.65,0.22474,0.2545999999999999,OEt-Pr,3,4,21,pcu,18.33032738,6.435225,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_415.cif,2012-12-10T20:34:09-0500,P1,1,triclinic,9.875287,10.758934,13.591509,90.633291,82.80247,89.673109,1432.56150085,2.8871338216046656,0.39379242252435387,82,62,-3.658536584658699e-08,0.113169,0.41596755691700127,68,20,2.0,1.0,0.0
416,mof_unit_pretest_416,1615.368866,855.74544,1710.65,0.2505899999999999,0.2848999999999999,COOH,2,22,23,pcu,15.66033128,5.574472,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_416.cif,2012-12-10T18:10:22-0500,P1,1,triclinic,10.736738,9.484448,15.868029,90.01472,88.588813,89.756476,1615.36886622,2.463223879668599,0.3380071372682479,90,106,-4.3175339846533866e-18,0.1330735,0.43967252592911565,88,8,2.0,4.0,0.0
417,mof_unit_pretest_417,2196.742022,1089.82568,2020.07,0.3371899999999999,0.4093,H-HCO,2,17,24,pcu,15.19902936,5.916580000000001,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_417.cif,2012-12-10T17:43:21-0500,P1,1,triclinic,15.083524,13.722512,10.613496,89.736932,90.355363,89.791902,2196.74202158,2.7152819473884238,0.35987123083124245,96,62,-1.0416666658870829e-08,0.006487999999999999,0.3593846122535222,59,46,0.0,10.0,0.0
418,mof_unit_pretest_418,1600.5088970000002,1152.52144,0.0,0.0556699999999999,0.0466,NHMe,9,5,13,sra,111.0592749,8.637382,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_418.cif,2012-12-11T17:12:39-0500,P1,1,triclinic,17.275805,6.886444,14.323909,90.097333,110.077921,89.671329,1600.50889684,4.105517229045276,0.6613002052460655,108,58,-1.851851851648107e-08,0.12359300000000001,0.4761185934999105,84,38,2.0,0.0,0.0
419,mof_unit_pretest_419,1631.853791,1266.4699,0.0,0.12474,0.0967999999999999,COOH-CN,4,1,5,acs,70.26442487,7.619391,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_419.cif,2012-12-11T14:56:39-0500,P1,1,triclinic,10.476807,10.641473,17.038691,80.490706,89.641502,118.910363,1631.85379062,3.380002809163059,0.4940178503689885,85,52,4.705882353076497e-08,-0.03654,0.463057255730342,56,42,5.0,1.0,0.0
420,mof_unit_pretest_420,2249.146001,1172.5009599999998,2068.04,0.31695,0.3660999999999999,H,9,1,17,sra,14.58661558,5.315256,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_420.cif,2012-12-11T15:48:03-0500,P1,1,triclinic,6.931834,17.597142,19.444242,108.498255,89.581992,90.554857,2249.14600058,4.206369040063692,0.6624232837244314,100,44,2.9999999998642223e-08,-0.046575000000000005,0.4280848554522212,56,66,0.0,0.0,0.0
421,mof_unit_pretest_421,1440.6294289999998,777.1934,1947.57,0.30503,0.3405,CN-COOH,3,4,21,pcu,15.30385061,5.297067,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_421.cif,2012-12-10T20:34:15-0500,P1,1,triclinic,9.907861,10.738981,13.635577,90.896047,83.355592,88.9827,1440.62942868,2.3499808500278516,0.29734598346682206,60,60,-3.333333333429186e-08,-0.0494865,0.4842030543447644,40,20,6.0,3.0,0.0
422,mof_unit_pretest_422,2032.348316,1030.63658,2452.48,0.29463,0.3498999999999999,CN-Cl,2,18,22,pcu,12.86653883,5.496913,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_422.cif,2012-12-10T17:48:54-0500,P1,1,triclinic,10.739543,14.694706,14.733165,65.192491,103.42047,102.829868,2032.34831574,3.2245799104050388,0.46374540379508394,91,50,0.0,0.067599,0.35590350510589147,56,50,1.0,0.0,0.0
423,mof_unit_pretest_423,2756.615499,1271.928306,2762.77,0.33132,0.4324,F-OEt,2,12,29,pcu,14.92859878,5.040179,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_423.cif,2012-12-10T17:08:47-0500,P1,1,triclinic,27.796318,11.030838,9.806878,111.893919,97.789585,91.037497,2756.61549932,3.952132752934113,0.6277337993395093,116,50,-8.620689656138125e-09,0.072713,0.4338730912735908,75,52,0.0,4.0,0.0
424,mof_unit_pretest_424,1955.188594,1496.9841199999998,0.0,0.0912199999999999,0.0717,H-Me,4,1,1,acs,75.87584230999998,8.109986,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_424.cif,2012-12-11T14:49:47-0500,P1,1,triclinic,10.906798,10.948206,18.895006,89.891341,90.190836,119.937497,1955.18859379,4.34213209720787,0.7190885394066041,140,78,-2.142857143156667e-08,0.0291305,0.36617773611066967,102,60,0.0,0.0,0.0
425,mof_unit_pretest_425,795.9702969999998,620.056366,0.0,0.12839,0.0992999999999999,F-NO2,3,10,16,pcu,114.3937429,7.83967,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_425.cif,2013-03-05T15:40:42-0500,P1,1,triclinic,7.832966,8.569177,12.159382,92.466537,101.656343,94.042986,795.970297429,3.2476553707740514,0.45780196974943305,46,38,4.347826085150724e-08,-0.0807475,0.4919074547555958,26,26,0.0,2.0,0.0
426,mof_unit_pretest_426,1665.262425,1029.29772,1358.97,0.24673,0.2404,NO2-NH2,3,4,6,pcu,16.1980337,5.470841,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_426.cif,2013-03-05T16:45:33-0500,P1,1,triclinic,15.699405,10.648731,9.961661,89.690731,90.369972,90.474103,1665.2624247,2.6037724251573167,0.34443514531262387,84,68,-4.761904761909524e-08,0.050224500000000005,0.38878218743505144,54,38,2.0,0.0,0.0
427,mof_unit_pretest_427,8675.638376,6463.36552,1053.38,0.2051599999999999,0.1658,COOH-Br,1,15,22,pcu,22.40721792,6.300967,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_427.cif,2013-03-05T15:50:05-0500,P1,1,triclinic,18.248072,26.015887,18.274923,89.786789,89.682489,89.96808,8675.63837646,4.8433810166282,0.8296954350071288,424,112,-2.358490576841203e-09,-0.0103035,0.5155928417822092,258,208,0.0,24.0,0.0
428,mof_unit_pretest_428,3416.384951,1669.1434800000002,2361.02,0.3355,0.4134999999999999,Cl-H,9,7,16,sra,30.44831479,5.929644000000001,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_428.cif,2012-12-11T17:34:23-0500,P1,1,triclinic,23.820912,7.223423,20.592911,90.095365,105.385792,90.116734,3416.38495119,4.246604189157322,0.6690135317165109,120,44,-3.333333333059111e-08,-0.0672685,0.4487375883776979,64,72,2.0,0.0,0.0
429,mof_unit_pretest_429,7730.988087999998,4877.83464,1885.71,0.325,0.3101999999999999,OH-I,3,38,41,fof,27.07336151,5.846434,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_429.cif,2012-10-26T21:33:16-0400,P1,1,triclinic,28.210908,18.41818,17.029934,90.021422,60.890544,89.988704,7730.98808753,4.913619513026729,0.8468496417096558,300,74,6.6666666853620885e-09,0.008006,0.5043206286905054,164,196,0.0,0.0,0.0
430,mof_unit_pretest_430,1561.685845,1003.73336,1311.3,0.1942599999999999,0.182,OMe-HCO,2,1,17,pcu,36.71873028,6.27024,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_430.cif,2012-12-10T17:57:48-0500,P1,1,triclinic,10.778716,9.633024,15.045679,89.765527,91.458311,89.777167,1561.68584525,2.5432505752367187,0.3272125758915079,90,64,-1.1111111118832105e-08,0.031897999999999996,0.39652164135019846,55,39,0.0,8.0,0.0
431,mof_unit_pretest_431,2465.8310260000003,1701.0455600000005,345.6,0.0890699999999999,0.0777999999999999,OPr-OH,9,13,16,sra,81.19052643,7.499639,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_431.cif,2012-12-11T14:43:32-0500,P1,1,triclinic,20.432112,7.095453,17.031227,90.000021,92.950296,90.0,2465.83102581,4.621148006714978,0.7893103084059518,176,82,-3.977272727450177e-08,0.103106,0.42714285128711443,126,70,0.0,0.0,0.0
432,mof_unit_pretest_432,7705.545671,4715.03336,1651.65,0.3038799999999999,0.2990999999999999,Cl-NO2,3,38,40,fof,29.82491516,5.643086,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_432.cif,2013-03-05T15:40:07-0500,P1,1,triclinic,28.130059,18.397837,17.035164,89.363211,60.937208,89.375543,7705.54567087,4.891628573866684,0.8291894713390324,284,88,7.042253509601557e-09,-0.12488950000000001,0.49066351420217946,140,200,0.0,0.0,0.0
433,mof_unit_pretest_433,1430.649771,1127.4904800000002,651.27,0.13757,0.1051,SO3H-NO2,3,14,21,pcu,71.52350851,7.139253999999999,tmlcc-2021/mof_cif_pretest/mof_unit_pretest_433.cif,2013-03-05T15:53:36-0500,P1,1,triclinic,9.993517,10.652251,13.56861,90.023561,82.086089,90.29463,1430.64977083,2.921726862876341,0.4148332034128142,78,58,-1.2820512818034757e-08,-0.0390505,0.41094565508625236,40,34,2.0,11.0,0.0
